,Glucose,Lac,Glutamate,Ammonia
532,1.0,0.0,0.1424693605217188,0.0
533,1.0,0.0,0.1424693605217188,0.0
534,1.0,0.0,0.1424693605217188,0.0
535,1.0,0.0,0.1424693605217188,0.0
536,1.0,0.0,0.1424693605217188,0.0
537,1.0,0.0,0.1424693605217188,0.0
538,1.0,0.0,0.1424693605217188,0.0
539,1.0,0.0,0.1424693605217188,0.0
540,1.0,0.0,0.1424693605217188,0.0
541,1.0,0.0,0.1424693605217188,0.0
542,1.0,0.0,0.1424693605217188,0.0
543,1.0,0.0,0.1424693605217188,0.0
544,1.0,0.0,0.1424693605217188,0.0
545,1.0,0.0,0.1424693605217188,0.0
546,1.0,0.0,0.1424693605217188,0.0
547,1.0,0.0,0.1424693605217188,0.0
548,1.0,0.0,0.1424693605217188,0.0
549,1.0,0.0,0.1424693605217188,0.0
550,1.0,0.0,0.1424693605217188,0.0
551,1.0,0.0,0.1424693605217188,0.0
552,1.0,0.0,0.1424693605217188,0.0
553,1.0,0.0,0.1424693605217188,0.0
554,1.0,0.0,0.1424693605217188,0.0
555,1.0,0.0,0.1424693605217188,0.0
556,1.0,0.0,0.1424693605217188,0.0
557,1.0,0.0,0.1424693605217188,0.0
558,1.0,0.0,0.1424693605217188,0.0
