,BIOMASS,R00200,R00268,R00341,R00342,R00351,R00405,R00658,R00703,R01015,R01049,R01056,R01061,R01070,R01082,R01196,R01197,R01325,R01512,R01518,R01528,R01529,R01641,R01786,R01830,R01899,R01900,R02035,R02164,R02740,R04779,Glucose_input,Oxygen_input,CO2_output,Lactate_output,Glutamate_input,Ammonia_output,Glu_Exchange,acetyl_CoA_hydrolase,NADP_Exchange,ADP_Exchange,AMP_Exchange,R00835,R08575,R00243,Oxophos
407,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
408,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
409,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
410,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
411,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
412,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
413,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
414,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
415,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
416,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
417,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
418,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
419,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
420,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
421,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
422,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
423,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
424,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
425,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
426,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
427,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
428,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
429,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
430,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
431,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
432,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
433,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
434,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
435,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
436,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
437,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
438,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
439,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
440,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
441,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
442,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
443,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
444,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
445,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
446,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
447,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
448,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
449,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
450,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
451,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
452,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
453,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
454,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
455,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
456,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
457,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
458,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
459,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
460,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
461,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
462,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
463,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
464,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
465,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
466,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
467,100.0,-50.563,0.0,16.26,115.389,0.0,-79.463,34.303,0.0,-68.194367,12.8599,-8.5732667,132.1021,68.194367,-115.389,-0.0,-79.463,0.0,-132.1021,-34.303,0.0,-8.5732667,4.2866333,100.0,4.2866333,0.0,0.0,0.0,79.463,72.481,68.194367,100.0,403.50365,463.30065,0.0,227.824,191.898,0.0,-4.6571,313.3561,-210.54582,12.8599,0.0,-4.2866333,227.824,403.50365
